,0
1908,"[[ 0.000000e+00  0.000000e+00  2.412359e+00 ... -4.260496e+00
  -6.041465e+00  7.349991e+00]
 [ 1.000000e+00  1.000000e-02  3.225718e+00 ... -5.166434e+00
  -6.405075e+00  6.911964e+00]
 [ 2.000000e+00  2.000000e-02  4.098188e+00 ... -5.745165e+00
  -8.509112e+00  5.808571e+00]
 ...
 [ 9.300000e+01  9.300000e-01  5.743333e+00 ...  4.733189e+00
  -1.012859e+00 -1.053307e+01]
 [ 9.400000e+01  9.400000e-01  8.513136e-01 ...  6.686012e+00
  -4.174476e+00 -8.315414e+00]
 [ 9.500000e+01  9.500000e-01 -6.301538e+00 ...  3.465776e+00
  -2.621428e+00 -4.303673e+00]]"
1909,"[[ 0.000000e+00  0.000000e+00 -1.078029e+01 ... -4.779594e-01
   4.399536e+00 -2.760771e+01]
 [ 1.000000e+00  1.000000e-02 -8.924000e+00 ... -6.162127e+00
  -6.054239e-01 -2.451669e+01]
 [ 2.000000e+00  2.000000e-02 -4.696989e-01 ... -4.747530e+00
   2.747820e+00 -1.841563e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -8.747525e-01 ... -1.068130e+01
  -1.682382e+00  3.133430e+00]
 [ 9.400000e+01  9.400000e-01 -9.210515e-01 ... -7.552148e+00
  -4.828938e+00  1.977074e+00]
 [ 9.500000e+01  9.500000e-01 -1.412579e+00 ... -6.583228e+00
  -6.394449e+00  1.817017e-01]]"
1910,"[[ 0.000000e+00  0.000000e+00  4.131682e+00 ...  1.458878e+01
   2.002322e+00 -1.158745e+01]
 [ 1.000000e+00  1.000000e-02  8.000598e+00 ...  1.155435e+01
   3.450011e-01 -6.399506e+00]
 [ 2.000000e+00  2.000000e-02  8.582758e+00 ...  8.941008e+00
   1.421772e-01 -2.607605e+00]
 ...
 [ 9.300000e+01  9.300000e-01  6.234615e+00 ... -3.550714e+00
  -5.746523e+00  4.267220e+00]
 [ 9.400000e+01  9.400000e-01  5.668273e+00 ... -7.525513e-01
  -3.911204e+00  4.613060e+00]
 [ 9.500000e+01  9.500000e-01  5.013865e+00 ... -7.094543e-01
  -4.086676e+00  4.484146e+00]]"
1911,"[[ 0.000000e+00  0.000000e+00 -1.449443e+01 ... -6.216847e+00
   1.503396e+00  1.109749e+01]
 [ 1.000000e+00  1.000000e-02 -1.693772e+01 ... -6.188643e+00
   1.369941e-01  8.256920e+00]
 [ 2.000000e+00  2.000000e-02 -1.826410e+01 ...  1.984684e-01
   3.468265e+00  6.556992e+00]
 ...
 [ 9.300000e+01  9.300000e-01  2.487403e+00 ... -1.313214e+01
  -7.218801e+00  1.549553e+01]
 [ 9.400000e+01  9.400000e-01  1.595044e+00 ... -1.341775e+01
  -8.656821e+00  1.598505e+01]
 [ 9.500000e+01  9.500000e-01  2.427079e+00 ... -1.146049e+01
  -6.218659e+00  1.608509e+01]]"
1912,"[[ 0.000000e+00  0.000000e+00 -6.863506e+00 ...  1.188798e+01
   4.221974e+00  1.310837e+00]
 [ 1.000000e+00  1.000000e-02 -6.483940e+00 ...  1.175423e+01
   4.666008e+00  1.608284e+00]
 [ 2.000000e+00  2.000000e-02 -6.927684e+00 ...  1.148935e+01
   7.858873e+00  1.563629e+00]
 ...
 [ 9.300000e+01  9.300000e-01  2.234353e+00 ...  4.847958e+00
  -6.124644e+00 -5.854492e+00]
 [ 9.400000e+01  9.400000e-01  4.259005e-01 ...  4.526414e+00
  -5.932754e+00 -3.476593e+00]
 [ 9.500000e+01  9.500000e-01 -1.648738e+00 ...  1.803259e+00
  -9.253817e+00 -1.517494e+00]]"
1913,"[[ 0.000000e+00  0.000000e+00 -2.017641e+01 ...  1.355523e+01
   3.569961e+00 -1.355865e+00]
 [ 1.000000e+00  1.000000e-02 -2.104439e+01 ...  1.283989e+01
   4.158816e+00 -1.819534e+00]
 [ 2.000000e+00  2.000000e-02 -2.269208e+01 ...  8.906307e+00
   2.108100e+00 -2.272575e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -6.199419e+00 ... -3.379869e+00
   1.207407e-01  1.948875e+00]
 [ 9.400000e+01  9.400000e-01 -6.818750e+00 ... -2.647159e+00
  -2.095699e-03  2.819748e+00]
 [ 9.500000e+01  9.500000e-01 -3.859004e+00 ... -3.349597e+00
  -4.417524e-01  2.210236e+00]]"
1914,"[[ 0.000000e+00  0.000000e+00  5.530697e+00 ... -7.194613e+00
   6.674523e-01 -2.597531e+01]
 [ 1.000000e+00  1.000000e-02  5.241992e+00 ... -7.160295e+00
  -1.404824e+00 -2.681530e+01]
 [ 2.000000e+00  2.000000e-02  5.039470e+00 ... -4.329859e+00
   3.330358e+00 -2.534774e+01]
 ...
 [ 9.300000e+01  9.300000e-01  2.180767e+00 ...  1.470157e+01
   1.441634e+01  2.261887e+00]
 [ 9.400000e+01  9.400000e-01 -5.315771e-01 ...  1.162961e+01
   1.277205e+01  2.052025e+00]
 [ 9.500000e+01  9.500000e-01  3.948927e-01 ...  3.916575e+00
   1.111639e+01  2.829453e+00]]"
1915,"[[ 0.000000e+00  0.000000e+00 -2.874750e+00 ... -2.491601e+00
  -7.854323e+00 -2.017903e+01]
 [ 1.000000e+00  1.000000e-02 -1.735924e+00 ... -1.744157e+00
  -6.483057e+00 -1.981164e+01]
 [ 2.000000e+00  2.000000e-02  1.983924e+00 ... -1.269781e+00
  -3.877736e+00 -1.773143e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.818118e+00 ...  5.895643e+00
   2.744145e+00  7.235130e+00]
 [ 9.400000e+01  9.400000e-01 -3.209486e+00 ...  2.586313e+00
   5.549348e-01  6.451660e+00]
 [ 9.500000e+01  9.500000e-01 -3.307380e+00 ... -1.200730e+00
  -2.807065e+00  5.206299e+00]]"
1916,"[[ 0.000000e+00  0.000000e+00  2.004549e+00 ... -8.396065e+00
   6.322690e+00 -6.282997e+00]
 [ 1.000000e+00  1.000000e-02  3.248285e+00 ... -4.460335e+00
   5.563889e+00 -6.450035e+00]
 [ 2.000000e+00  2.000000e-02  5.340452e+00 ... -6.598713e-01
   9.785789e+00 -6.054237e+00]
 ...
 [ 9.300000e+01  9.300000e-01  5.776411e+00 ... -3.638849e+00
   1.857247e-01  7.374428e+00]
 [ 9.400000e+01  9.400000e-01  3.241409e+00 ... -3.629010e+00
   1.309455e+00  7.701813e+00]
 [ 9.500000e+01  9.500000e-01  2.587032e+00 ... -5.153085e+00
   2.627441e+00  8.114334e+00]]"
1917,"[[ 0.000000e+00  0.000000e+00  3.432742e+00 ... -3.394238e+00
  -6.046529e+00 -3.533295e+00]
 [ 1.000000e+00  1.000000e-02  7.026196e+00 ... -3.156085e+00
  -3.325006e+00 -6.781456e+00]
 [ 2.000000e+00  2.000000e-02  6.777151e+00 ... -7.630045e+00
  -3.316062e+00 -8.702049e+00]
 ...
 [ 9.300000e+01  9.300000e-01  3.503563e+00 ...  8.483124e-01
  -2.292997e+00  2.592690e+00]
 [ 9.400000e+01  9.400000e-01  3.702234e+00 ...  7.681084e-02
  -3.912000e+00  1.492691e-01]
 [ 9.500000e+01  9.500000e-01  4.628201e+00 ...  1.499176e-01
  -1.359232e+00 -9.768448e-01]]"
1918,"[[ 0.000000e+00  0.000000e+00  3.626562e+00 ... -2.652324e+00
   2.496899e+00 -2.500729e+01]
 [ 1.000000e+00  1.000000e-02  1.165341e+01 ... -3.246652e+00
   1.421043e+00 -2.289370e+01]
 [ 2.000000e+00  2.000000e-02  1.474154e+01 ... -7.003597e+00
   4.562991e+00 -1.866893e+01]
 ...
 [ 9.300000e+01  9.300000e-01  6.544618e+00 ... -1.310901e+00
   1.885279e+00 -2.862076e+00]
 [ 9.400000e+01  9.400000e-01  7.758605e+00 ... -4.250425e+00
   2.137590e+00 -3.946365e+00]
 [ 9.500000e+01  9.500000e-01  7.729963e+00 ... -6.922819e+00
   2.506813e+00 -4.415794e+00]]"
1919,"[[ 0.000000e+00  0.000000e+00  6.694712e+00 ... -5.080333e+00
  -4.870854e+00  7.689056e+00]
 [ 1.000000e+00  1.000000e-02  8.096801e+00 ... -1.079127e+00
  -5.940388e+00  6.819710e+00]
 [ 2.000000e+00  2.000000e-02  6.858015e+00 ... -1.376160e+00
  -8.983372e+00  4.196266e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -2.681426e+00 ...  1.171398e-01
   3.709770e+00 -1.642065e+01]
 [ 9.400000e+01  9.400000e-01 -3.768170e+00 ... -3.408663e-01
   5.711110e+00 -1.741189e+01]
 [ 9.500000e+01  9.500000e-01 -2.722846e+00 ...  3.006842e+00
   6.182222e+00 -1.785398e+01]]"
1920,"[[ 0.000000e+00  0.000000e+00 -7.669071e+00 ...  1.167685e+01
   7.177992e+00 -2.383186e+01]
 [ 1.000000e+00  1.000000e-02 -7.275191e+00 ...  1.214522e+01
   6.668975e+00 -2.367816e+01]
 [ 2.000000e+00  2.000000e-02 -6.143760e+00 ...  1.209858e+01
   4.870939e+00 -2.311171e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -8.976355e+00 ...  2.229156e-01
   4.226974e+00  4.083389e+00]
 [ 9.400000e+01  9.400000e-01 -8.140057e+00 ... -1.640075e+00
   4.828974e+00  8.539749e+00]
 [ 9.500000e+01  9.500000e-01 -5.481160e+00 ... -3.958936e+00
   2.444848e+00  9.857864e+00]]"
1921,"[[ 0.000000e+00  0.000000e+00  4.423268e+00 ...  1.946390e+00
   5.215223e+00 -1.163506e+00]
 [ 1.000000e+00  1.000000e-02  5.257512e+00 ...  1.301872e+00
   3.162321e+00 -1.830582e+00]
 [ 2.000000e+00  2.000000e-02  5.203139e+00 ... -2.262144e-01
  -1.526403e-02 -1.581558e+00]
 ...
 [ 9.300000e+01  9.300000e-01  8.408220e+00 ... -5.503533e+00
  -2.869116e+00 -8.635704e+00]
 [ 9.400000e+01  9.400000e-01  7.164860e+00 ... -1.408665e+00
   4.508009e-01 -1.006989e+01]
 [ 9.500000e+01  9.500000e-01  4.611115e+00 ...  2.017586e+00
   2.392758e+00 -1.110020e+01]]"
1922,"[[ 0.000000e+00  0.000000e+00  2.378759e+00 ...  1.107800e+00
   8.250416e+00 -2.035370e+00]
 [ 1.000000e+00  1.000000e-02  8.449364e-02 ...  2.103010e+00
   1.128158e+01 -1.095276e+00]
 [ 2.000000e+00  2.000000e-02 -7.937012e-01 ...  5.390313e+00
   1.725147e+01 -8.858643e-01]
 ...
 [ 9.300000e+01  9.300000e-01  1.118510e+01 ... -1.070703e+01
  -1.482419e+01 -8.030540e+00]
 [ 9.400000e+01  9.400000e-01  1.039503e+01 ... -1.468985e+01
  -1.523107e+01 -1.348120e+01]
 [ 9.500000e+01  9.500000e-01  1.391471e+00 ... -5.330785e+00
  -5.295622e+00 -6.888565e+00]]"
1923,"[[ 0.000000e+00  0.000000e+00 -3.834756e+00 ...  4.554801e+00
   4.904329e+00 -2.210572e+01]
 [ 1.000000e+00  1.000000e-02 -1.891063e+00 ...  7.371384e+00
   1.241956e-01 -2.185230e+01]
 [ 2.000000e+00  2.000000e-02  5.357886e+00 ...  1.311359e+00
  -6.389035e+00 -1.445559e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -8.715332e+00 ...  9.367023e+00
  -4.168379e+00  1.063689e+01]
 [ 9.400000e+01  9.400000e-01 -6.548302e+00 ...  7.549504e+00
  -5.503883e+00  1.093652e+01]
 [ 9.500000e+01  9.500000e-01 -3.698761e+00 ...  9.123090e+00
  -2.626065e+00  9.765282e+00]]"
1924,"[[ 0.000000e+00  0.000000e+00  4.815174e+00 ...  3.515309e+00
   8.181995e+00 -8.874901e+00]
 [ 1.000000e+00  1.000000e-02  4.699299e+00 ...  1.270469e+00
   9.705847e+00 -1.027046e+00]
 [ 2.000000e+00  2.000000e-02  3.540779e+00 ... -5.648793e+00
   5.207999e+00  1.517357e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.530052e+01 ...  3.869665e+00
   3.412540e+00  1.031105e+00]
 [ 9.400000e+01  9.400000e-01 -1.712208e+01 ... -1.588812e-01
   3.492397e-01  6.116486e-01]
 [ 9.500000e+01  9.500000e-01 -1.760488e+01 ...  4.734597e+00
   2.854377e+00  7.104263e-01]]"
1925,"[[ 0.000000e+00  0.000000e+00  3.369558e+00 ...  1.152336e+00
   7.273436e+00 -1.544672e+01]
 [ 1.000000e+00  1.000000e-02  4.597164e+00 ...  5.639800e-01
   8.881291e+00 -1.491397e+01]
 [ 2.000000e+00  2.000000e-02  4.797697e+00 ...  2.164187e+00
   9.286341e+00 -1.433723e+01]
 ...
 [ 9.300000e+01  9.300000e-01  5.195269e+00 ... -4.260874e+00
  -1.259501e+01  5.377655e+00]
 [ 9.400000e+01  9.400000e-01  5.993486e+00 ... -3.208728e+00
  -1.394787e+01  4.898453e+00]
 [ 9.500000e+01  9.500000e-01  6.773852e+00 ... -3.531262e+00
  -1.311936e+01  4.241524e+00]]"
1926,"[[ 0.000000e+00  0.000000e+00 -2.018841e+01 ...  1.394580e+01
  -3.048284e+00  4.193748e+00]
 [ 1.000000e+00  1.000000e-02 -2.057782e+01 ...  1.090589e+01
  -1.509637e+00  3.022926e+00]
 [ 2.000000e+00  2.000000e-02 -1.968004e+01 ...  8.509375e+00
  -5.991722e-01  1.184792e+00]
 ...
 [ 9.300000e+01  9.300000e-01  4.457582e+00 ...  2.207734e+00
   6.039626e+00 -3.087570e+00]
 [ 9.400000e+01  9.400000e-01  3.589080e+00 ...  1.871975e+00
   4.051736e+00 -4.440994e+00]
 [ 9.500000e+01  9.500000e-01  3.481765e+00 ...  4.218545e+00
   2.962568e+00 -4.545029e+00]]"
1927,"[[ 0.000000e+00  0.000000e+00  2.942986e+00 ...  2.167874e+00
  -3.199450e+00  5.796883e+00]
 [ 1.000000e+00  1.000000e-02  3.015738e+00 ...  1.126598e+00
  -1.545328e+00  5.602219e+00]
 [ 2.000000e+00  2.000000e-02  2.543519e+00 ...  8.709328e-01
  -1.506973e+00  5.097633e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.803010e+00 ... -1.514959e-01
  -2.061221e+00 -8.449860e+00]
 [ 9.400000e+01  9.400000e-01  2.146215e+00 ... -9.195607e-01
  -1.739491e+00 -7.858505e+00]
 [ 9.500000e+01  9.500000e-01 -3.879379e+00 ... -2.338194e+00
  -2.403340e+00 -6.061592e+00]]"
1928,"[[ 0.000000e+00  0.000000e+00  9.073720e-01 ...  4.077683e+00
  -5.882281e+00  1.668404e+00]
 [ 1.000000e+00  1.000000e-02  2.631354e-01 ...  4.235875e+00
  -4.408779e+00  3.608772e+00]
 [ 2.000000e+00  2.000000e-02  5.932107e-01 ...  5.466080e+00
  -1.655246e+00  4.429359e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -3.335950e+00 ...  1.023038e+01
   5.322441e+00 -2.803284e+00]
 [ 9.400000e+01  9.400000e-01 -4.815558e+00 ...  7.579233e+00
   4.886773e+00 -2.349060e+00]
 [ 9.500000e+01  9.500000e-01 -4.668159e+00 ...  3.653607e+00
   7.896426e-01 -2.321365e+00]]"
1929,"[[ 0.000000e+00  0.000000e+00 -3.977457e+00 ... -6.426723e+00
   8.557405e-01  6.283821e+00]
 [ 1.000000e+00  1.000000e-02 -4.051969e+00 ... -6.562747e+00
  -1.745831e+00  6.753250e+00]
 [ 2.000000e+00  2.000000e-02 -3.911673e+00 ... -5.665315e+00
  -3.284503e+00  6.111519e+00]
 ...
 [ 9.300000e+01  9.300000e-01  7.980981e+00 ... -1.191168e+01
  -5.139939e-01  6.171951e-01]
 [ 9.400000e+01  9.400000e-01  4.920851e+00 ... -1.233604e+01
  -3.774719e-01 -3.311157e-03]
 [ 9.500000e+01  9.500000e-01  1.101437e+00 ... -8.365696e+00
  -1.911732e+00 -3.526764e-01]]"
1930,"[[ 0.000000e+00  0.000000e+00 -7.769733e+00 ...  4.967358e+00
   4.864394e+00 -2.392326e+00]
 [ 1.000000e+00  1.000000e-02 -1.116831e+01 ...  6.316484e+00
   2.412782e+00 -1.229652e+00]
 [ 2.000000e+00  2.000000e-02 -1.325996e+01 ...  4.848084e+00
  -2.040919e+00 -1.436424e+00]
 ...
 [ 9.300000e+01  9.300000e-01  2.704041e+00 ... -2.290219e+00
   1.944966e+00 -8.179909e+00]
 [ 9.400000e+01  9.400000e-01  3.300209e+00 ... -4.964472e+00
   8.136110e-01 -8.687729e+00]
 [ 9.500000e+01  9.500000e-01  2.557429e+00 ... -7.092402e+00
   7.383438e-01 -8.510994e+00]]"
1931,"[[ 0.000000e+00  0.000000e+00  8.576864e+00 ... -1.191070e+01
   2.331459e+00  1.026559e+01]
 [ 1.000000e+00  1.000000e-02  7.788301e+00 ... -1.116532e+01
   1.127150e+00  1.061877e+01]
 [ 2.000000e+00  2.000000e-02  6.736083e+00 ... -8.012122e+00
  -3.820181e-02  1.107748e+01]
 ...
 [ 9.300000e+01  9.300000e-01  1.589897e+01 ...  3.055402e+00
  -5.409113e+00 -9.335327e-01]
 [ 9.400000e+01  9.400000e-01  1.519476e+01 ...  4.642210e+00
  -4.046699e+00 -1.507179e+00]
 [ 9.500000e+01  9.500000e-01  1.355157e+01 ...  5.276267e+00
  -5.060424e+00 -1.436279e+00]]"
1932,"[[ 0.000000e+00  0.000000e+00 -4.112952e+00 ...  6.143838e+00
   1.290001e+00  7.495277e+00]
 [ 1.000000e+00  1.000000e-02 -5.046989e+00 ...  5.102691e+00
   1.618035e+00  8.383415e+00]
 [ 2.000000e+00  2.000000e-02 -6.000246e+00 ...  2.513518e+00
   2.119493e+00  7.237259e+00]
 ...
 [ 9.300000e+01  9.300000e-01  8.622098e+00 ... -4.813499e+00
   4.700876e+00 -1.344521e+00]
 [ 9.400000e+01  9.400000e-01  7.507545e+00 ... -5.605515e+00
   6.040793e+00  1.271423e+00]
 [ 9.500000e+01  9.500000e-01  6.495567e+00 ... -3.242476e+00
   6.067036e+00  2.285973e+00]]"
1933,"[[ 0.000000e+00  0.000000e+00  3.671156e+00 ...  7.262415e+00
   5.327102e-01 -2.118507e+01]
 [ 1.000000e+00  1.000000e-02  4.822210e+00 ...  1.066530e+01
   6.743330e+00 -2.429176e+01]
 [ 2.000000e+00  2.000000e-02  4.153775e+00 ...  9.863758e+00
   7.191527e+00 -2.641962e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -7.577609e+00 ...  4.989402e+00
   5.004732e+00  6.119614e-01]
 [ 9.400000e+01  9.400000e-01 -8.321155e+00 ...  1.284170e+00
  -2.362469e+00  1.304626e+00]
 [ 9.500000e+01  9.500000e-01 -7.227839e+00 ... -2.037821e-01
  -5.522337e+00  3.828888e-01]]"
1934,"[[ 0.000000e+00  0.000000e+00 -4.469728e+00 ...  8.781603e+00
   4.305146e+00  1.239430e+01]
 [ 1.000000e+00  1.000000e-02 -2.550694e+00 ...  6.596844e+00
   6.091886e+00  1.235774e+01]
 [ 2.000000e+00  2.000000e-02 -1.228479e+00 ...  3.283012e+00
   3.402217e+00  1.223448e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.511883e+01 ...  2.149803e+00
   1.756213e+00 -3.292580e+00]
 [ 9.400000e+01  9.400000e-01 -1.486557e+01 ... -7.461634e-01
  -9.772137e-01 -4.022118e+00]
 [ 9.500000e+01  9.500000e-01 -1.420075e+01 ... -7.139072e-01
  -8.388642e-01 -3.925644e+00]]"
1935,"[[ 0.000000e+00  0.000000e+00 -5.444809e+00 ...  4.841644e+00
   5.218750e+00 -2.604241e+01]
 [ 1.000000e+00  1.000000e-02 -1.051614e+01 ...  2.121318e+00
   7.103992e+00 -2.377299e+01]
 [ 2.000000e+00  2.000000e-02 -1.171466e+01 ...  1.513917e+00
   9.262989e+00 -2.096230e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -9.822666e+00 ... -1.955677e+00
  -2.279889e+00  7.505119e+00]
 [ 9.400000e+01  9.400000e-01 -1.035031e+01 ... -2.594614e+00
  -4.377707e+00  8.123978e+00]
 [ 9.500000e+01  9.500000e-01 -9.034140e+00 ... -2.036280e+00
  -3.202970e+00  8.970047e+00]]"
1936,"[[ 0.000000e+00  0.000000e+00  7.250092e+00 ...  1.066938e+01
  -2.374218e+00 -7.740616e+00]
 [ 1.000000e+00  1.000000e-02  8.812414e+00 ...  1.667250e+01
   5.695153e+00 -2.253433e+00]
 [ 2.000000e+00  2.000000e-02  7.867229e+00 ...  2.124883e+01
   1.119329e+01  7.650375e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.564282e+00 ... -1.097158e+01
  -1.440635e+01  1.770767e+00]
 [ 9.400000e+01  9.400000e-01  1.000290e+00 ... -1.162066e+01
  -1.347938e+01 -1.019958e+00]
 [ 9.500000e+01  9.500000e-01  3.436588e+00 ... -1.463141e+01
  -1.071924e+01 -3.775864e+00]]"
1937,"[[ 0.000000e+00  0.000000e+00 -4.985392e+00 ... -3.261389e-01
   4.673232e+00 -2.503291e+01]
 [ 1.000000e+00  1.000000e-02 -5.150743e+00 ... -2.793345e+00
   3.780036e+00 -2.448170e+01]
 [ 2.000000e+00  2.000000e-02 -5.961265e+00 ... -4.138067e+00
   4.120425e+00 -2.439891e+01]
 ...
 [ 9.300000e+01  9.300000e-01  1.955651e+00 ...  6.208976e+00
  -1.301254e+01  5.390633e+00]
 [ 9.400000e+01  9.400000e-01  2.727525e+00 ...  4.532078e+00
  -1.268781e+01  5.554047e+00]
 [ 9.500000e+01  9.500000e-01  3.742330e+00 ...  3.168069e+00
  -1.217508e+01  5.563896e+00]]"
1938,"[[ 0.000000e+00  0.000000e+00 -4.569530e-01 ... -1.912934e+01
  -1.169184e+01 -7.997894e-02]
 [ 1.000000e+00  1.000000e-02  1.132898e+00 ... -1.751687e+01
  -1.109707e+01 -3.936035e+00]
 [ 2.000000e+00  2.000000e-02  1.770118e+00 ... -1.903946e+01
  -1.336221e+01 -8.488297e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.454673e+00 ... -5.793595e+00
   1.227979e+01  5.594696e+00]
 [ 9.400000e+01  9.400000e-01  1.634671e+00 ... -4.653939e+00
   1.143769e+01  7.002708e+00]
 [ 9.500000e+01  9.500000e-01  9.370356e-01 ...  1.032732e+00
   1.132560e+01  5.324699e+00]]"
1939,"[[ 0.000000e+00  0.000000e+00  3.979909e+00 ... -7.457729e+00
  -2.063357e-01  1.084875e+01]
 [ 1.000000e+00  1.000000e-02  5.086131e+00 ... -8.059263e+00
   2.301991e-01  9.620995e+00]
 [ 2.000000e+00  2.000000e-02  6.374425e+00 ... -6.468414e+00
   6.459963e-01  8.056694e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.125921e+01 ...  5.517185e+00
   4.886780e+00  3.074150e+00]
 [ 9.400000e+01  9.400000e-01 -1.594960e+01 ...  3.597759e+00
   2.265713e+00  3.808304e+00]
 [ 9.500000e+01  9.500000e-01 -1.882863e+01 ...  1.692695e+00
   1.016084e+00  3.582283e+00]]"
1940,"[[ 0.000000e+00  0.000000e+00 -9.582272e+00 ...  5.863336e+00
  -4.437268e+00  8.025307e+00]
 [ 1.000000e+00  1.000000e-02 -7.856982e+00 ...  8.266048e+00
  -4.621888e+00  7.329330e+00]
 [ 2.000000e+00  2.000000e-02 -6.502999e+00 ...  9.578344e+00
  -5.829697e+00  6.693192e+00]
 ...
 [ 9.300000e+01  9.300000e-01  4.143649e+00 ... -1.761174e+00
  -6.884868e+00 -3.735123e+00]
 [ 9.400000e+01  9.400000e-01  2.554612e+00 ... -1.438860e+00
  -4.441312e+00 -2.253525e+00]
 [ 9.500000e+01  9.500000e-01  1.556948e+00 ... -1.751584e+00
  -2.211675e+00 -1.735077e+00]]"
1941,"[[ 0.000000e+00  0.000000e+00 -6.608377e+00 ...  3.355701e-01
   6.170459e+00 -8.809532e+00]
 [ 1.000000e+00  1.000000e-02 -4.840291e+00 ... -1.387721e+00
   4.197522e+00 -1.023170e+01]
 [ 2.000000e+00  2.000000e-02 -3.936304e+00 ... -3.323804e+00
   5.223840e+00 -1.246108e+01]
 ...
 [ 9.300000e+01  9.300000e-01  8.108129e+00 ...  2.171252e+00
   5.820024e+00  1.964806e+00]
 [ 9.400000e+01  9.400000e-01  9.209337e+00 ... -2.924969e-01
   6.923868e+00 -1.070351e+00]
 [ 9.500000e+01  9.500000e-01  8.500803e+00 ... -3.969725e+00
   8.102502e+00 -3.524773e+00]]"
1942,"[[ 0.000000e+00  0.000000e+00 -1.551425e+01 ... -6.599445e-01
  -1.902899e+00 -1.102402e+00]
 [ 1.000000e+00  1.000000e-02 -1.819341e+01 ...  2.082505e+00
   2.188183e+00 -2.463974e+00]
 [ 2.000000e+00  2.000000e-02 -1.690422e+01 ...  3.943666e+00
   4.896781e+00 -1.845757e+00]
 ...
 [ 9.300000e+01  9.300000e-01  6.567464e+00 ... -3.930475e+00
  -2.950152e+00  6.914963e+00]
 [ 9.400000e+01  9.400000e-01  7.154219e+00 ... -1.535510e+00
  -3.157210e+00  6.261101e+00]
 [ 9.500000e+01  9.500000e-01  7.759831e+00 ...  2.226901e-01
  -2.825520e+00  5.353989e+00]]"
1943,"[[ 0.000000e+00  0.000000e+00  2.826382e+00 ... -8.578316e+00
  -5.726847e+00  1.439980e+00]
 [ 1.000000e+00  1.000000e-02  4.621091e+00 ... -5.416148e+00
  -6.737389e+00  4.539719e-01]
 [ 2.000000e+00  2.000000e-02  6.328154e+00 ...  8.814512e-01
  -5.608017e+00 -2.473068e-01]
 ...
 [ 9.300000e+01  9.300000e-01  9.834938e+00 ...  3.024609e+00
  -5.012451e+00  3.068069e+00]
 [ 9.400000e+01  9.400000e-01  1.013922e+01 ...  4.116211e+00
  -2.944018e+00  2.039101e+00]
 [ 9.500000e+01  9.500000e-01  9.828728e+00 ...  6.892797e+00
  -3.588209e-01  1.440178e+00]]"
1944,"[[ 0.000000e+00  0.000000e+00  3.996679e+00 ... -1.209374e+01
  -1.742349e+00  2.136047e+00]
 [ 1.000000e+00  1.000000e-02  2.691359e+00 ... -1.106370e+01
  -9.442806e-01  3.589714e+00]
 [ 2.000000e+00  2.000000e-02  8.792171e-01 ... -8.299814e+00
   3.536263e-01  2.922653e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -2.847008e+00 ... -6.802403e+00
  -4.496106e+00 -4.821472e-01]
 [ 9.400000e+01  9.400000e-01 -3.122632e+00 ... -9.130939e+00
  -4.577238e+00 -8.941879e-01]
 [ 9.500000e+01  9.500000e-01 -3.948005e+00 ... -8.687557e+00
  -4.797132e+00  6.692505e-02]]"
1945,"[[ 0.000000e+00  0.000000e+00  5.310396e+00 ...  8.798364e+00
   8.552258e-01 -2.609460e+01]
 [ 1.000000e+00  1.000000e-02  1.123291e+01 ...  3.573981e+00
  -4.972749e-01 -2.569065e+01]
 [ 2.000000e+00  2.000000e-02  1.183089e+01 ...  5.325926e+00
  -5.991278e-01 -2.282816e+01]
 ...
 [ 9.300000e+01  9.300000e-01  4.028083e+00 ...  9.252582e-01
   3.486838e+00 -1.301272e+01]
 [ 9.400000e+01  9.400000e-01  1.645293e+00 ...  6.038285e+00
   8.880919e+00 -4.448708e+00]
 [ 9.500000e+01  9.500000e-01  1.832924e-01 ...  3.061611e+00
   8.473755e+00  1.480225e+00]]"
